text,label,review_date
"Where else can you get your drink in an IV bag?? At the vampire cafe of course. 

My boyfriend and I only came here for drinks. Most of their drinks you order by blood type. Very cute twist on the theme. 

I had a Fangria, which was a vampire sangria. I forgot what he had but I believe something with vodka. Both were delish and the IV bag is super cute. 

For our second drinks I had ""Type A"" which was Dracula Sparkling Pear Bellini and he had ""Type AB+"" which was Sazerac served on ice with one drop of V. 

All delish and bartender was great!",positive,2022-01-10
"We came here as we are avid watchers of Good Bones. The shop has little touches of the show throughout and tons of decor. They have pillows, rugs, decor etc as well as a lot of Indiana items. There is a small area at the front where you can get alcoholic beverages, pastries and soups/snack items. This makes coming out here a lot of fun and more than just shopping for some items. Their selection does change with the holiday, so it's always good to stop in and see what's new!",positive,2022-01-19
Welcome Home Cafe has fantastic tasting food with very welcoming staff. This is a new restaurant to the area and it's five star review is on point. Highly recommend their grits and the lemon turmeric juice.,positive,2022-01-13
"I've been on hunt for a great study/work spot to hang out in when I need a change of scenery and I got just that. The atmosphere is so inviting and cozy here. There is plenty of seating so you don't have to worry about popping in for work and not being able to find a seat. The noise level was also perfect. I was a little worried that because this is a bigger coffee shop and it's downtown, it may be loud but it really wasn't. 

I ordered a cafe con leche and a Cuban sandwich and everything tasted delicious, flavorful and fresh. They do make the cafe con leche with condensed milk instead of regular milk which resulted in a foamier coffee. However the Cuban sandwich was made to perfection. I can tell it was fresh because the cheese melts away with each bite and each component of the sandwich was crispy and hot just the way I love it! 

All in all, if you're looking for a chill study or workspace, I'd encourage you to stop by. I can't wait to come back!",positive,2022-01-14
"Love this place and the idea behind it! The owners are so friendly and talkative! I loved it when they told us about the cats and their personalities! The cake pops were absolutely delicious and super cute! The aesthetic of the place was so pretty, even the bathrooms were decorated nicely. Would definitely recommend if you want to relax with some cute kitties! (:",positive,2022-01-11
"I came in with a group of 8 on a Wednesday night and we were sat right away in the bar area. It looked as if they had a lot of support staff which is good bc a lot of places have been struggling with help.
We were helped right away and our drinks and apps came out soon after. Our food came out in a timely manner and everyone had nothing but good things to say about their entrees. Our waitress was pleasant and helpful. Overall we had a good experience and would be open to coming back next time I am in town.
4/5",positive,2022-01-10
"Perfect breakfast place! Great coffee and food in a super cute location. Everything bagel, yogurt, and lavender honey latte were perfect.",positive,2022-01-12
"Love this little bit of Paris on the streets of Tampa. Food we had was great both the Strasbourg crepes and the Parisienne baguette sandwich. The sidewalk tables mimic a Paris cafe although it's not so much people watching as ""car watching"" given they look at the street!",positive,2022-01-17
I've been trying to make my way here since I first saw the king cake beignet on Instagram. I'm happy this place did not disappoint. It was very busy and we barely found a seat. Please keep in mind there is no wait staff. You have to order at the bar. I had the panini which came with truffle fries. The prosciutto had a strong taste which I personally did not care for but if you like prosciutto I'm sure this sandwich would work you. The truffle fries were delicious. I ate them all and they were cold! The king cake beignet had the traditional beignet dough flavor with a sweet glaze. The filling tasted of cream cheese and walnuts. I tried the queso and was surprised it tasted so freshly made. The flatbread was amazing. I'll get it next time I go. I also want to try the beignet flight. This place would make for a cute date.,positive,2022-01-15
Highly recommend this great place for dessert or breakfast. The chai tea was excellent. Macarons were expertly made. The pastries were so fresh and tasty. We found this place by accident and so glad we did!,positive,2022-01-19
"Not as impressive as I thought. The bagels are good overall but the ""everything bagel"" has too much salt! 
They have vegan cream cheeses as well, but we tried their harissa and jalapeno cream cheese and both of them were quite disappointing. We were told they were ""spicy"" but it lacked any sort of kick.
They have cute outdoor sitting so a good cafe/place to work and hang out.",neutral,2022-01-13
"Very fresh, delicious and healthy.  The Miso wrap is excellent and I also tried the West Coast.",positive,2022-01-15
Just went thru the drive thru at 3am and the girls there tonight were professional polite and friendly that's something you don't normally see at this hour.  Kudos to those ladies!  ThAnk you,positive,2022-01-18
This is a very friendly place with distinctive fare. The food is fresh and authentic.,positive,2022-01-15
"Jamba Juice is great! I always get the Red Gummy but today I decided to try something different and I regret it... I got the Chunky Strawberry and requested 2% Milk instead of Soy Milk. And I asked for blueberries on top as well. When I went in, the employee handed my Bowl. Assuming I paid but I'm a good person to stand there and wait for him to take my payment and he forgot. I could have easily walked away but I didn't.... When I got home I noticed I did not have Blueberries on top of my bowl. And the moment I tasted my Bowl I could tell it was with soy milk and not 2%... immediately that RUINED my entire digestive system and my stomach hurt right away. I'm just a bit disappointed. I guess I should stick with the Red Gummy moving forward :/",neutral,2022-01-11
"Midtown Boba is a fairly new boba place located in the new Midtown area on Dale Mabry. It's kind of easy to miss since it's in the same shop as a spin cycle studio. It's small, there's only about 5 seats but it's still cute and new and trendy.

The staff were very friendly and I got the Oreo boba because it just looks so good. Unfortunately, it just didn't wow me at all. In my opinion,I have had better boba. I could hardly taste any Oreo in my drink and the boba itself was very bland. I think what made me give this a fail was the Oreo issue. It really just tasted like regular milk tea. Not sure if I will return.",neutral,2022-01-13
"I really enjoyed my experience here. You could easily spend the entire day. From coffees to amazing teas, salads to desserts. Everything is beautifully prepared and delicious. 
The tea selection is really quite impressive and you can have it anyway you want it...even as a cocktail. 
I had the seasonal salad and it was fantastic. Fresh and filling. 
The restaurant has indoor and an indoor garden seating area. Both are spacious. Apart from the restaurant there is a gift shop with really exclusive items...from cards, ornaments, dinnerware, jewelry and toys. Also the book store...books are everything! There is also a section in which you can just enjoy coffee, tea and pastries. 
It's a lovely place definitely coming back.",positive,2022-01-10
"The idea of the place is very fun but, I would not recommend the food. If you're looking for flavor I would not recommend the rice bowl as it is obsolete.",negative,2022-01-15
"Excellent dim sum restaurant in Chinatown, it's like a hidden gem. The flavor and the selection of dim sum resembled the one I ate when I was living in Hong Kong, I can tell it's good. My daughter loves the lotus leaf sticky rice, it's her favorite place to get. I also had many other dish there as they all taste like the standard Hong Kong dim sum taste, I give this place a high mark for taste and selection.",positive,2022-01-17
Awesome food! Beignets we're fresh and hot. Fast service. We came by around 10pm and had no trouble getting food. Definitely one of the must go to in the city!!!!,positive,2022-01-18
"If you're looking for a meal that tastes homemade, Buendía is just your place. Their food tastes authentic and made with love. Nothing tasted processed or overly salty... Just delicious. 

I got a cafe de la olla coffee with a nopal huevos rancheros plate. The cafe de la olla had a very strong cinnamon taste and wonderful smell. With the huevos rancheros, I was expecting the nopal to be chopped up in the eggs or salsa but instead, the eggs were placed on top of a whole nopal leaf. I had never had nopal like this before but it was really tasty!! Having the whole leaf allows you to appreciate the nopal a lot more. 

Overall had a great experience here!",positive,2022-01-10
I wish I had asked the lady who helped us for her name- she was so incredibly friendly & sweet! The blueberry cheese danish was the best I've ever had & my boyfriend also enjoyed his almond croissant. We also got the little pretzel sandwiches for a light lunch and they were good too! Loads of options here & I can't wait to go back for more!,positive,2022-01-10
"I was visiting friends in St. Pete and we decided to hunt down a local shop for some coffee. I am very much a latte lover and always looking to experience new and exciting flavors and trends. When coming to Kahwa just know they have exceptional coffee but most of their choices are pretty straight forward. Don't try and hunt down anything too fancy here :) 
I got a vanilla latte with oat milk and it was smooth and delicious. It was well balanced and I enjoyed it.",positive,2022-01-11
Great coffee spot (probably best in STL).  They offer all types of coffees properly prepared.  Whether you have keto needs or just plain prefer oat milk they've got you covered.  And every coffee is made by a trained no joke serious barista.  And service is always presented with a smile.,positive,2022-01-13
"When we tried Wow Wow Hawaiian Lemonade for the first time, I was transported back to Hawaii and started missing the beach!
There are a lot of options for lemonade flavors and the staff are knowledgeable about flavor profiles and what you might like. We had the blackberry lavender and pina colada, they were both delicious and I would get either again in a heartbeat. 
The price might look high initially, however the ingredients are fresh and well worth it. I will be back soon!",positive,2022-01-10
"These bagels are solid. If you need a fix for a New York bagel and you live south of the city, this is the place to go.",positive,2022-01-10
"Visited with family for breakfast. We ordered a sharing platter, butter and sugar crepes, nutella crepes and a bacon brioche and everyone was very happy with their meals. The waiter and waitress were very friendly and attentive and made it a pleasant experience for us. Would love to visit again for dinner sometime!",positive,2022-01-09
Last Watch is more like it. This restaurant is so short staffed. We waited about 20 minutes before our drink order was brought to our table. We also waited over an hour for food to come out. The restaurant itself was not too busy but the online/takeout orders were their priority. We must have watched at least 20 take out orders come out of the kitchen. We also did not get our food at the same time. We were a party of 10 (some of us even shared an order) and one dish at a time was brought to us at a time about 5‐7 minutes apart. My daughter was done eating about 20 minutes before I received my order that was missing a soup. I did not see any manager or supervisor on duty. The only reason that it got 2 stars instead of 1 is that the food was pretty decent. We definitely felt like we were on the Last Watch instead of First Watch.,negative,2022-01-16
"This place just wasn't my cup of tea.  
I really like how they had the outdoor seating set up, I was very warm. Warm enough that I could take my jacket off and I was getting hot.  Servers were attentive to all customers in the outdoor seating area.  When I say all customers, I mean all, those on 2 legs and those with 4.  
They allowed dogs inside the outdoor seating area which I had not seen until I ordered my food.  Servers were seen petting dogs and then coming to serve you your food. I do not appreciate having to eat a meal in an establishment and have a dog shaking itself, especially in an enclosed area. 
I wasn't overly impressed with my meal. I ordered the eggs, meat, hash brown and pancake/French toast.",neutral,2022-01-09
"Visiting Java Ship has become a staple in my routine. The owner is very friendly, the drinks are fantastic, the prices are good, and there are a lot of options. I love the chia seed pudding and americano, but there are many other sweet drinks and there is almost always a speciality drink. I could not recommend this strongly enough!",positive,2022-01-14
"Alessia came from a restauranteur family and brings decades of experience including time at Bouchon. The pastry counter is open at 7 but breakfast isn't served until 8. It's right across from the El Presido with a clean, classy interior.

Breakfast: We got the crab crepe, french toast, and granola yougurt for the kids. Everything was well-cooked and beautifully plated, especially the yogurt dish. Only feedback is slightly too much hollandaise on the crepes and the french toast was a little soggy on bottom. Otherwise high quality and well portioned. 

We wanted to give the kids some solid food and ordered a croissant, it was so good we got up while waiting for our breakfast and got more pastries for later.

Pastries: 5 stars, the croissant is better than the one at Bouchon and Alexanders. It has an incredible outside crunchy layer and soft cloud-like inside. Cheddar bacon scone and kouign-amann also amazing, loved having these for a quality breakfast the next day.",positive,2022-01-09
"AMAZING FOOD!  Everything we tried was fresh, made to order and tasted Wonderful!  Switched entrees with my dad, he didn't see that the gravy was spicy.  I love spicy and thought it was more medium spice level.  I wasn't sad to switch.  The potatoes were my favorite but that is because I love anything potatoes!  Highly recommend!",positive,2022-01-16
"We came here, very pleased, spent a lot of money on amazing treats. Naturally sweetened, not much refined sugars and amazing ingredients. 

My wife and I were harassed by another customer for I had forgot my mask, and she cursed at us, and flicked us off on her way out.  As soon as she left she proceeded to take her mask off 1 foot outside of the store. 
Staff was kind enough to see this and offer me a mask. But this rudeness ruined our appetite and we couldn't really appreciate the good desserts. We hope we can try it again when we return to the city.",positive,2022-01-15
"Awesome donuts and coffee! Staff is always friendly , place clean, there may be a line but its so worth the wait!",positive,2022-01-14
"The food was very good and the service was perfect. It does get a little busy, but the wait was not bad considering we are in a pandemic.",positive,2022-01-18
Everything that I have tried has been very flavorful! My favorites are the Carne Asada and fish tacos blackened while my husband prefers the Nashty and the Dos Perros. If you need an appetizer go for the Mexican flag so you can try their two salsas and the queso! With delicious ingredients like these you can't possibly make a poor choice!,positive,2022-01-09
"We waited in line as they allowed someone with a huge order ( when they should've called it in!) to take almost everything left so my kids and I were in line waiting almost 20 minutes) were upset. Plus they ordered tons of sandwiches and we would have to wait for a long time to get anything left! My kids watched as the stuff got cleared out! 
They shouldn't allow people to take huge orders like this unless they give notice first! My kids love this place so much ( have been looking forward to this place for breakfast all week and were upset!) and have always been happy with everything! This time we were inconvenienced and had to deal w upset kids.
Tell people for huge orders- they have to call first!",negative,2022-01-09
"I was in the area to shop at Tucson's biggest Asian food store for banh mi ingredients and just so happened to see Banhdicted next door.

Everyone was super nice and the store was adorable inside; they've got some storage overflow in the main building but every taqueria and Asian food place in town does right now (coronavirus pandemic year 3!). 

Since I'm making a classic sandwich I decided to order their lemongrass beef sandwich; great decision. The baguette was fresh and crackled in my hands, the pickled vegetables were crisp and flavorful, and the beef was absolutely delicious! The flavors blended well together and the warm tender beef went perfectly with the pate. 

I plan on coming in the future to try more, and can't wait to check out some of the specials. Thank you!",positive,2022-01-16
The food is awesome here and the server could not have been more efficient and pleasant.  I was there for breakfast with my husband who was equally impressed.  I can't wait to return and try some of their brunch items.  I intend on trying to make a weekly visit.,positive,2022-01-14
"AMAZING WARM BEIGNETS WITH MOUNTAINS OF POWDERED SUGAR IN THE BAG. I went on Sugar Bowl weekend/NYE weekend, so there were a lot of people and long lines. Luckily the lines go by quickly because the beignets are ready at the cash register. Keep in mind they only sell beignets and coffee. You get 3 large pieces of beignets, which are super filling. Highly recommend this spot for all visitors!

Pro tip: there are 3 separate lines, so pick the shortest one! You find a seat after you're gotten your food and drinks at the register",positive,2022-01-13
"I feel obligated to write yet another poor review of this restaurant. Our first visit (back in 2019) was good - nice ambiance, great server and good food. BUT since then, every time we say 'let's give them another try' ....just awful service, sub par food and the inside can get very noisy! It's a shame since the inside of this old church is charming...why can't they do a better job? (other places are dealing with 'stuff' too but seem to hold it all together) This place seems to not care!",negative,2022-01-14
"These are the folks I call when I have a lot of guests at the last minute.  Their food preparation is first rate.  Quality of food is also first rate.  What makes them over the top is how easy it is.  Just a call to Justen.  Always on time, the food is hot, delicious, and correct to the order.  Never had one of their bagels, yet, however!  We use them all the time for catering.  Keep doing what you're doing!",positive,2022-01-15
"We were super hungry and got chicken quesadilla, shrimp tacos, guacamole and beef empanadas. The food tasted oddly bland and stale. Unfortunate yet tolerable. Guacamole was good though and their chips!",neutral,2022-01-11
"Such a wonderful place! So peaceful and relaxing athmophere. Nice river view, good beer, bad jokea and good company!",positive,2022-01-22
"We looked up TripAdvisor and found this place, and on arrival thought we had the wrong place. Don't be fooled! This is the correct place and definitely deserves the high ratings!!! You can have delicious spaghetti with authentic naan + tandoori chichen or lovely nasi daging, the chef excelled in all cuisines! MUST TRY MUSHROOM SOUP. Food was amazing",positive,2022-01-18
"wonderful food and staff. the food is very nice and family friendly. Just make sure u order non spicy for the kids, my kids especially love their chicken mandi rice, and also hummus with bread. their food is fresh and hot, will come back again next visit for sure",positive,2022-02-11
luigi and boro are the best waiters on this earth the bruschetta was pretty good and the drinks were strong !! def will come back when I'm in philly !!! LOVE THIS PLACE,positive,2022-01-16
Great food and such nice people!! Pastries are amazing and the toasted croissant sandwiches are so so good. Tomato pesto mozzarella is my favorite! Definitely recommend!,positive,2022-01-16
"What a pleasant experience! I ordered a western omelette which was delicious. Everything was served hot and quickly. The service here was absolutely AMAZING- our server was pleasant and friendly. She did not make us feel rushed at all but she knew when to check in from time to time. I will without a doubt be back and if you are in the area, I would stop in and check this place out.",positive,2022-01-09
My daily is an oat milk honey latte. They make a great one at Osa Coffee Roasters. Nice people...great area and they roast their coffee on-site.,positive,2022-01-19
"I don't understand all the negative reviews. I've been here at least once a week since their opening and they have been nothing but professional with excellent customer service. I wanted to ensure that was clear before I continue. It is possible the negative reviews were one offs and although situational experience is valid I would like to express awe and gratitude at my experiences at Freshii (all six of them) this year. If I could write six reviews and give each review four stars, I would, if only to get their rating a little higher. 

At this point,  I have tried all salads on their menu and they are all great! My favorites are the cobb and the fresh salad. The ceasar can be a little dry but all you have to do is ask for extra dressing and they will kindly provide more. 

My husband is a fan of their soup and pocket combo. The seasonal butternut squash soup is AMAZING, it is a must try if it's available. 

They have a rewards program if you download their app, get points that add up to free items. 

I believe Freshii is a much needed place in our community, healthy take out. We order door dash (because they are available on door dash and uber eats) all the time and they arrive within 30 minutes. 

I grant them four stars because they are a bit expensive and sometimes the food is lukewarm BUT you can ask them to warm it up for you. 

All in all, I am very happy with this place and have brought my mother AND mother in law to eat here (new year new me ,you know #DietTime). They love it as well!",positive,2022-01-14
Not bad. We had the Cuban pollo platter which was very tasty. The chicken breast was small and dry but the flavor- just the right amount and combo of spices - was good. The beans and rice were excellent and the maduros were absolutely addicting. It gets a minus one star for uncomfortable seating inside and out; and dirty tables and floors.,positive,2022-01-18
"Joe Tierney explained the issues we were having with our existing system and how Pure Water Systems would correct them.  Three days later our new system was installed by Chris Schuth.  We are very pleased with the system and with our dealings with both of these men. Dayton, Nevada, NOT San Francisco, California.",positive,2022-01-15
"My body feels like the food I ate BAD. $60 spent on a lunch for (2) and we both only enjoyed very little of our meal. We threw the rest away. A classic case of a restaurant with good photography but crappy food. 
Our cheesesteaks were 0.2/10. 
Wings 4/10. 
Milkshake 4/10. 
Fried Oreos 5/10. 
Fries 6/10. 

Little Man's ended up being a BIG disappointment.",negative,2022-01-13
They get my order wrong 90% of the time and they always seem grouchy and irritated that your making them work,negative,2022-01-09
"It's been a long time since we visited, but Corner 17 is always one of our favorite restaurants. We just visited again Dec 2021 with friends. There was a 20 minute wait for a seat at 7pm. They take your phone number and text you when your table is ready. We waited in our car since there were a lot of people waiting at the front door.

We were seated near the window where the chef is making the noodles by hand. He's pulling them to make longer and longer noodles. He's shaving them into the boiling water to make the shaved noodle dishes. He's making the dumplings right in front of us and folding the perfect little purses in just 3 seconds each. BEST SEAT IN THE HOUSE!

We started with the wontons in chili sauce. I was a little worried it would be crazy spicy, but they were perfect and did not light my tongue on fire. I also grabbed a few chicken skewers since they are juicy and covered in a honey sauce. The chicken satay appetizer comes with 3 skewers.

 You can't visit Corner 17 and not get their noodles. We had the Sichuan Spicy Noodles with bok choy and ground pork in a Sichuan spicy sauce. There's extra chili oil on the table if you need even more spice!

I always order the sesame balls with sweet red bean filling. They come out piping hot and squishy. I could eat the whole plate by myself. These are also good when they are room temperature, so grab an order to go.",positive,2022-01-12
"Great Bloody Mary ""get with the bacon"" worth the extra, ohhh and the cheesy grits are amazing!!",positive,2022-01-18
"During my trip to Nashville I was advised to visit this local coffeeshop, and I've already made two trips this week. The frothy monkey seems to be well loved by locals, so it's a little busy but has a very cosy atmosphere. We came on a weekday afternoon so we were seated as soon as we walked in. (Indoor and outdoor options)

I was surprised to see they have such a vast menu, not just coffee and lattes but they also prepare breakfast and brunch foods as well as wines. I tried a French toast there and it was alright.

I LOVED their golden monkey drink. I felt like it was so perfectly balanced. Just the right amount of creaminess, giving it great mouthfeel combined with the right blend of spices. I appreciate that it was not overly sweet like so many other coffee shops' drinks. It was honestly one of the best golden milk latte I've had yet, and I'm someone who's been drinking turmeric milk since my childhood. I can't forget to mention the pretty latte art designs that top each cup",positive,2022-01-09
"I like playing the live cards. Three card poker is my favorite. I had a hand dealt and used a call from the pit boss regarding the cards I was dealt that are used to compete against the dealer with. I also was using the separate odds area on the table and won a $200+ simultaneous deal. The pit boss rejected my plea about my hole deal. He then retreated out of my field of play. The dealer then quickly snatched my winning chips and I was left with nothing.
I then looked over the dealer's shoulder and saw the pit boss snickering as he watched the saga unfold.
This so called casino is regulated by itself and they rip off its patrons at every turn.",negative,2022-01-09
"We love the mint fox! Definitely my favorite spot on Clearwater Beach for ice cream and cookies. The owners are so nice and friendly and provide great, customer oriented service. I also love their warm, freshly baked cookies and their numerous ice cream flavors!",positive,2022-01-10
Inside of reading terminal there's this amazing gem! Old city coffee must be the best coffee I've ever had. I had a ice mochachino with caramel and my fiance had a hot chocolate with whipped cream. Both were delicious! I'm a heavy coffee shop coffee drinker so I have been exposed to different coffees in my years. My fiances hot chocolate was very thick and creamy and very chocolaty! Hopefully if I'm ever back in Philly I'll be sure to stop by!,positive,2022-01-19
"Two frenchaise will never fails ! The food and the hospitality of the staff is excellent, well trained ! Especially one of the staff name Ikram. Amaazing food! The whole experience from start to finish is great server, is always so friendly and kind. The food can’t get better and the prices are fair for the portion size. Always a great spot to get great food.",positive,2022-01-12
"The food is freshly made, it taste delicious. I had the breakfast burrito with a hot chocolate. 
The ambiance is relaxing, not too busy. There is free parking avail in front and back of the business. 
This place gets an extra star for being dog friendly. You can sit indoor or outdoor with your dog! 
If you are in downtown Reno, def worth checking out.",positive,2022-01-15
"Wow! Hands down, the best Cuban sandwich in Florida. I live in Miami, and have been to many little Cuban bakeries and famous restaraunts and not even one of them came close to this one.
The bread is toasted to perfection, yet soft on the inside, filled with an abundant amount of pork, ham and cheese. I ordered a half size and it left me wanting more. My boyfriend ordered a media noche, wow it was good also. I ordered a guava and cheese pastelito. I have never tasted a better one, it was soft with just enough sweetness but not overwhelming. 
This is a must go place!!!! Don't miss it. They know how to do sandwiches.",positive,2022-01-17
"FitLife Foods has been a staple of mine for healthy work food ever since I tried it at my job in St. Anthony's six years ago, and they seem to get better and better the more they expand (although they have closed alot of locations). The menu items do come and go, as they switch up their offerings depending on what's in season, but I always manage to find something I like. Some of the offerings they have dont even sound healthy, but shockingly, they are. I'm talking about their meatloaf (which they improved immensely, and I'm a sucker for their cauliflower mash) bbq beef with mac n cheese, and pumpkin cheesecake. That's right. Pumpkin. Cheesecake. So light, creamy, and rich, it actually manages to RIVAL its unhealthy full-fat counterpart. It provides a nice hearty three forkfulls (cause i may be kinda a pig, but not a slob) and finish great with black coffee. My other fave is their bbq beef mac and cheese. Tender, sweet tasting, hearty pulled bbq beef with burnt edges and creamy mac and cheese fills me up and satisfies me. This dish is so good it has me wondering what the point of a cheat day is if my normal work food is just as good if not at times better???!! They also have fresh breakfast entrees that I like to get for my Sunday ""morning brunch"" even though im not brunching and im going to work, but im not feeling bloated and weighed down. There's a large selection to choose from there. Love their sweet potato pancakes with bacon the most, along with their french toast and banana oatmeal bake (which is rather unique and original!). The new packaging makes the food last forever, which is a big plus, and you still get a discount for bringing clean packages to recycle. What's NOT to love???",positive,2022-01-16
"Delicious and fresh ingredients, terrific and enthusiastic service and fairly reasonable prices. Been here many times and always enjoy the food and service.",positive,2022-01-09
"I love a breakfast place with so many healthy options I can't decide! This is a rare gem I'm so delighted continues to pop up everywhere! Try the unique juice options, and that strange entree you're just not sure? Go for it, amazing every time! I'm not a morning person but I'll get up early for this set of options, always epic!",positive,2022-01-19
"Quaint. Original recipes, I had the squash omelette... yummy. Service was really slow, but they were swamped (testimony to their popularity) I took home some of their pastries home with me, all of them were delicious.",positive,2022-01-13
"Cool, down to earth juice bar in Germantown. It was a crazy cold and rainy day when we attempted to walk around the strip and this was a bright spot. I ordered a spinach smoothie which was tasty and not overly sweet. My group really enjoyed their smoothies too. You can also ordered some food if you're hungry!",positive,2022-01-11
"Great staff. Kiersten and Kathy do it again with a smile behind that mask

As you can see from the mushroom croissant that my friend had they are very generous with the mushrooms. Even though sometimes there a fair amount of people when you when we regularly find an outdoor seat

I bring my own sea salt.  It's particularly good on the mushroom cheese croissant",positive,2022-01-16
"Returned to this restaurant to try out other things on their menu. We had the shredded beef empanadas, the pabellón entree (shredded beef, plantains, rice and beans) and the arepa llanera (shredded beef, white cheese, tomato and avocado). The empanadas were delicious but the pabellón and the arepa were really bland, missing salt and seasoning. I'd definitely recommend this place for the cachitos and Venezuelan empanadas, although pricey they're really good. I'd skip the rest of the menu items though.",neutral,2022-01-09
"I'm not a coffee drinker but they have the best smoothies -and hot chocolate! Especially the seasonal items are the best! 

Highly recommend the strawberry, mango, peach smoothie with whip! 

Each on my experiences have been the best ever! I go probably two times a day ‍",positive,2022-01-19
"I'm gonna keep this really short and simple, just like this places menu. The food was spectacular, I mean we're talking about a really good good hamburger. We got the regular heartbreaker and then I got the one with the bacon and bbq sauce on it I think it's called the smoke. It was nothing short of amazing. French fries were perfect. Even the milkshake was perfect! Go now",positive,2022-01-16
"Fantastic location, and the outside dining area is awesome.  The outside tables are not spaced too close together so even in covid times you feel comfortable not being crammed together.  The food menu is limited compared to their regular restaurants if you're expecting that, so just be aware.  In particular, this location does not have paella, particularly their ridiculous Paella ""A la Valenciana"" that I drive an hour to get at the Ybor location.  It is what it is, this location is intended to be a faster experience, not the multi-hour Ybor type setup.  The mojitos are prepared table-side just like in Ybor, and are as delicious as expected.

This is a really great option if you're staying at the Marriott; short walk, much better food, better prices.  Or, enjoy it before a Lightning game so you aren't eating over priced slop at the arena.",positive,2022-01-12
"Visiting from SF - this place is excellent. Don't be out off by it's location in a mall. 

The food and service are top notch and the decor inside is super cute. 

We had the French toast and Avo toast with matcha lattes made with oat milk. 

Everything was made perfectly and was really delicious. The eggs had deep Orange yolks and were also super tasty. 

Two thumbs up!",positive,2022-01-15
"Was very excited to have a new coffee place nearby. Ordered a latte. Didn't love my coffee, in fact, I took two sips in the parking lot and didn't finish it. It tasted burnt but not like burnt coffee. It had very little (weak) coffee flavor it just tasted burnt. Will try one more time and update otherwise I'll stick with my other local favorite coffee places. 
Space is not welcoming. It's not like a cozy cafe where you can sit and read a book while you enjoy your beverage. There's furniture for sale and a one seat hair salon tucked in the corner. 
However, owners son was a great guy! Very friendly, happy, and kind. He gets 5 for service!",neutral,2022-01-11
It's a Wednesday evening and I can't understand why the place is empty..the Cuban sandwich is delicious! My friend has the beans and salad and it's so fresh and good!  Bread is outstanding!,positive,2022-01-13
The young man Devante does not know how to take orders. He is extremely rude was smiling the entire time when I was trying to figure out with the young girl what was happening and had nothing but a snarky attitude I am calling the managers later and corporate. No one was behind me so it's not like they were busy. Disgusting.,negative,2022-01-18
"Great texture. Cool flavor profiles and we enjoyed the flight of ice creams. Excellent price points for the quality. The only bummer part was 3 of the flavors we had come for were not available. We will have try them again, I guess. Lol. Would recommend.",positive,2022-01-09
"Best Bagels around - period. Great selection, fast service - no reason to go anywhere else for a bagel!",positive,2022-01-15
Great vendors and so much fun to walk around and explore. Definitely stop by for some ice cream and donuts!,positive,2022-01-17
Stopped in this place for coffee to go and they ask if you'd like to add a shot of liquor! Lol it was a pleasant surprise. Of course I added baileys to my cappuccino. No line. Hardly a wait. Quick friendly service. No idea about the food as we just got coffee however the coffee was good!,positive,2022-01-16
"Look, I get it. You have brunch fatigue. I have it too. I'm tired of having to pay $45 just to day-drink and eat eggs that are cooked a bit better than I could cook them at home. I understand the feeling of trepidation when someone says ""Let's try this new brunch place!"" because 8 times out of 10 they will have the same variety of american breakfast that's upcharged due to having a bit of seafood on it and it'll be ok but somehow more expensive than lunch??? 

So I'd get it if you swore off brunch places forever. But before you do... can I recommend you a brunch place? It's called Bearcat. It serves ""food coma,"" ""I can't believe I ate so much,"" ""I want this to be my last meal"" food. It's the same price as every other brunch place except you won't be annoyed when the bill comes.

Caveat:
It's definitely a pain as they do not take reservations and they're always packed. Today I waited 45mins to be seated at the bar with my two friends which I was not expecting and was a bit disappointed at because I wanted to get a table and be able to look my friends in the eye and hear what they were saying. They really should ask if the bar is ok before seating you there.

All that aside, everything else about my experience was perfect just like last time. The staff was very kind and attentive and the food was incredible. I got the chai pancakes because they are the best pancakes I've ever had and may ever have in my life. I have no idea what you would even have to do to make pancakes this good... get the chai ones!!! The upcharge is worth it!!! I also got the seafood pot pie.... My god.... It was totally full of seafood, not skimpy at all, and the scallops tasted high quality and were cooked to perfection. I'm not sure what the ""catch of the day"" was that was in there but I scarfed it down. The lobster sauce was delicate, the veggies were perfectly cooked, and the presentation was lovely. My cappuccino was lovely as well. And they serve you your food on the most beautiful custom made plates with hand-thrown pottery cups that have their adorable little cat logo on them...... !!!!!!!!! The attention to detail is so appreciated. I wish I could eat here every day.",positive,2022-01-15
"The inside is spacious and has a nice vibe for friends' getting together, but coffee sucked big time. The latte I got was barely warm and tasted highly acidic.",negative,2022-01-16
Great service and Italian food. They went out of their way to ensure my party was seated even though we had no reservation,positive,2022-01-13
"On previous visits the Lemon Marzipan cake, chai latte and Ladybird chocolates were most enjoyable. However, I stopped by this week and ordered the vegetable quiche to go. The portion was generous although the cost was on the high side at $14.50 and the dried tomatoes they put in the quiche were inedible. It was like eating pieces of cardboard. Most disappointing.",negative,2022-01-15
The best neighborhood spot! Great iced coffee and lattes and a friendly vibe,positive,2022-01-17
Had coffee several times here and breakfast once in Jan of 21' while on vacation. Very friendly staff! Breakfast was awesome! Coffee was very good! I would definitely recommend for breakfast!,positive,2022-01-17
